module,frac,noise
344807428,0.002783,0.01279
344814596,0.0009394,0.000149
344818692,0.0009369,0.0001448
344819716,0.0009259,0.0001721
344822788,0.0009299,0.0001475
344823812,0.0009259,0.000148
344826884,0.0009253,0.0001493
344830980,0.0009336,0.0001461
344832004,0.0009275,0.0001933
344835076,0.0009245,0.0001391
344836100,0.0009367,0.0008578
344839172,0.0009105,0.0001415
344840196,0.000887,0.0001651
344843268,0.0009132,0.0001626
344844292,0.0009059,0.0002891
344847364,0.0009176,0.0001376
344848388,0.0004534,7.78e-05
344851460,0.0009055,0.0001247
344852484,0.0009036,0.0002511
344855556,0.0009163,0.00013
344856580,0.0009158,0.0001281
344859652,0.0009075,0.000133
344860676,0.0009125,0.0001298
344863748,0.0009098,0.0001322
344864772,0.0009108,0.0001301
344867844,0.0009059,0.0001304
344868868,0.0009052,0.0001279
344871940,0.0008964,0.0001353
344872964,0.0009012,0.0001311
344876036,0.0008999,0.0001354
344877060,0.0009018,0.0001362
344880132,0.0009012,0.0001324
344881156,0.0009089,0.0001307
344884228,0.0008797,0.0001397
344885252,0.0008936,0.0001608
344888324,0.0008935,0.0001572
344889348,0.0008934,0.0001369
344892420,0.0008898,0.0001327
344893444,0.0008973,0.0001361
344896516,0.0008981,0.0001382
344897540,0.0008994,0.0001383
344900612,0.0009018,0.0001336
344901636,0.000906,0.0001365
344904708,0.0009064,0.0001346
344905732,0.0009091,0.0001486
344908804,0.0009078,0.0001367
344909828,0.0009127,0.0001398
344912900,0.0009193,0.0001461
344913924,0.0009208,0.0001516
344916996,0.0009229,0.0001593
344918020,0.0009249,0.0001599
344921092,0.0009021,0.0001894
344922116,0.0009251,0.0001572
344925188,0.0009149,0.00015
344926212,0.0009262,0.0001472
344929284,0.00092,0.0001406
344930308,0.0009288,0.0001396
344933380,0.0009255,0.0001363
344934404,0.000943,0.002864
344937476,0.0009301,0.0001343
344938500,0.0009325,0.0002766
344941572,0.000931,0.000136
344942596,0.0009306,0.0001429
344945668,0.000931,0.0001408
344946692,0.0009673,0.004877
344949764,0.000933,0.0001471
352588804,0.00219,0.0005686
352601092,0.002251,0.0004483
352605188,0.002201,0.0004091
352609284,0.00221,0.0003792
352610308,0.002173,0.0004061
352617476,0.002021,0.0005087
352618500,0.002035,0.0004711
352621572,0.002051,0.0004419
352625668,0.002033,0.0007003
352654340,0.002113,0.0004042
352655364,0.002132,0.0004601
352662532,0.002109,0.000411
352666628,0.002196,0.000387
352670724,0.002115,0.000416
352678916,0.0007726,0.0001525
352679940,0.0007904,0.0001501
352683012,0.0007809,0.000143
352684036,0.0007859,0.0001437
352687108,0.0007846,0.0001465
352688132,0.000783,0.0001494
352691204,0.0007876,0.0001475
352692228,0.0007957,0.0001479
352695300,0.0007778,0.0001647
352696324,0.0007917,0.0001442
352700420,0.0007894,0.0001419
352703492,0.0007565,0.0009116
352708612,0.0008525,0.00985
352712708,0.0007773,0.001097
352715780,0.0007357,0.0003598
352716804,0.0007407,0.0003045
352719876,0.0007467,0.0002537
352720900,0.0007626,0.0001329
352723972,0.0007577,0.000133
352724996,0.0007664,0.0001372
352728068,0.0007545,0.0001596
352732164,0.0007458,0.000145
352733188,0.0007639,0.0001321
352736260,0.0007207,0.0001345
352737284,0.0007442,0.0001386
352740356,0.0007506,0.0001374
352744452,0.0007426,0.0001571
352745476,0.0007364,0.0001977
352748548,0.0007259,0.0001366
352749572,0.0007456,0.0001395
352752644,0.0007346,0.000136
352753668,0.0007429,0.0001341
352757764,0.0007591,0.000139
352760836,0.0007472,0.000139
352761860,0.0007543,0.0001393
352764932,0.0007553,0.0001388
352765956,0.0007582,0.0001346
352769028,0.0007578,0.0001388
352770052,0.0007393,0.0003072
352774148,0.0007689,0.0001486
352777220,0.0007599,0.0002485
352778244,0.0007718,0.0001513
352781316,0.0007558,0.0002116
352782340,0.0007544,0.0001562
352786436,0.0007666,0.0001598
352790532,0.0007669,0.0001568
352793604,0.0007708,0.0001457
352794628,0.000774,0.00014
352797700,0.0007668,0.0001378
352798724,0.0007802,0.0001354
352801796,0.0007683,0.0001374
352802820,0.0007886,0.0001388
352805892,0.0007712,0.00014
352806916,0.0007597,0.0001559
352809988,0.0007885,0.000146
352811012,0.0007924,0.0001456
352814084,0.0007887,0.0001417
352815108,0.0007917,0.0002026
352863236,0.002394,0.0004264
352867332,0.002352,0.0005018
352875524,0.001911,0.001437
352880644,0.00224,0.0004666
352883716,0.002115,0.0003915
352891908,0.002086,0.0004398
352896004,0.002112,0.0005033
352897028,0.00213,0.0005046
352900100,0.002137,0.000542
352904196,0.002161,0.0004213
352905220,0.002166,0.0003863
352916484,0.002277,0.0003934
352920580,0.002142,0.0004346
352924676,0.002213,0.0004824
352928772,0.002366,0.0003737
352929796,0.002347,0.0004643
352933892,0.002316,0.0004703
352942084,0.000872,0.0003117
352946180,0.0008624,0.0001421
352950276,0.0008432,0.000174
352954372,0.0008693,0.0001411
352957444,0.0008989,0.004425
352958468,0.0008623,0.000167
352962564,0.0008635,0.0001732
352965636,0.0008465,0.0002419
352966660,0.0008623,0.0001325
352969732,0.0008229,0.0001414
352970756,0.0008621,0.0001247
352973828,0.0008385,0.0001302
352974852,0.0008531,0.0001241
352977924,0.0008211,0.0001255
352978948,0.0008351,0.0001349
352982020,0.0008305,0.0001303
352983044,0.0008314,0.0001275
352986116,0.0008551,0.004424
352990212,0.0008198,0.0001341
352991236,0.000813,0.0001328
352994308,0.0008177,0.0002151
352995332,0.000832,0.0001296
352998404,0.0008048,0.0001433
352999428,0.0008245,0.0001309
353002500,0.0009398,0.00706
353003524,0.0008236,0.0001313
353006596,0.00081,0.0001345
353007620,0.0008169,0.0001311
353010692,0.0008083,0.0001336
353011716,0.0008308,0.0001356
353014788,0.0008044,0.0001561
353015812,0.0008154,0.0001497
353018884,0.000817,0.0001345
353019908,0.0008229,0.0001328
353022980,0.0008083,0.0001395
353024004,0.0008138,0.0002794
353027076,0.0008217,0.000142
353028100,0.000813,0.00013
353032196,0.0008031,0.0001358
353035268,0.0008261,0.000142
353036292,0.0008215,0.0002575
353039364,0.0008461,0.0001404
353040388,0.0008532,0.0001513
353043460,0.000843,0.001656
353044484,0.0008566,0.0001536
353047556,0.0008273,0.0001551
353048580,0.0008184,0.0002342
353051652,0.0008497,0.0001464
353052676,0.000845,0.0001457
353055748,0.0008504,0.000145
353056772,0.0008609,0.0001388
353059844,0.0008427,0.0001951
353060868,0.0008544,0.0002235
353064964,0.000876,0.0001346
353069060,0.0008602,0.0001343
353072132,0.0008646,0.0001414
353073156,0.0008754,0.000137
353077252,0.0008744,0.0001359
353121284,0.002408,0.0004732
353122308,0.002461,0.001652
353126404,0.002454,0.003611
353129476,0.002425,0.000433
353133572,0.002453,0.0005138
353137668,0.002083,0.0003063
353141764,0.002296,0.0003821
353145860,0.002353,0.0003808
353146884,0.002346,0.000398
353162244,0.002223,0.000571
353166340,0.002243,0.0004139
353179652,0.002318,0.0003974
353182724,0.002322,0.000383
353186820,0.002379,0.0003615
353190916,0.002575,0.01573
353196036,0.002453,0.0004429
353200132,0.002474,0.0004703
353204228,0.0009374,0.000139
353207300,0.000941,0.0001368
353212420,0.000935,0.0001798
353216516,0.0009375,0.000139
353219588,0.0009301,0.0001427
353220612,0.0009297,0.0002849
353223684,0.0009324,0.0001336
353224708,0.0009387,0.0001347
353227780,0.0009296,0.0001341
353228804,0.000932,0.0001295
353231876,0.0009287,0.0001243
353232900,0.0009322,0.0001253
353235972,0.0009092,0.0001288
353240068,0.0009013,0.0001326
353241092,0.0009035,0.0001296
353245188,0.0008854,0.0001463
353249284,0.0008973,0.0002761
353252356,0.0009048,0.00121
353253380,0.0008798,0.0001567
353256452,0.0008705,0.0001436
353257476,0.0008777,0.0004149
353260548,0.0008586,0.0001293
353261572,0.0009111,0.002704
353264644,0.0008778,0.0001316
353265668,0.0008859,0.000126
353268740,0.0008631,0.001642
353269764,0.0008673,0.0001292
353272836,0.0008744,0.0001365
353273860,0.0008914,0.0001305
353276932,0.0008791,0.0001281
353277956,0.0008803,0.0001271
353281028,0.0008803,0.0001272
353282052,0.0008833,0.0001269
353285124,0.0008802,0.0001337
353286148,0.0008779,0.0001326
353289220,0.0008573,0.0001332
353290244,0.0008788,0.0001307
353293316,0.0008714,0.0001928
353297412,0.0008806,0.0001352
353298436,0.0009014,0.0001325
353301508,0.0008947,0.0001381
353302532,0.0009124,0.0001442
353305604,0.0008965,0.0003061
353306628,0.0009141,0.0006677
353310724,0.0009114,0.0001873
353314820,0.0009194,0.000143
353318916,0.0009125,0.0001363
353323012,0.0009169,0.0001349
353327108,0.0009292,0.0001331
353331204,0.0009335,0.0001348
353335300,0.0009335,0.000133
353338372,0.0009724,0.003372
353339396,0.000933,0.0002107
